guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_世の中_よのなか,世の中,よのなか,世:◆地位や家督を継(つ)いでから次の代(ダイ)に引き継ぐまでの期間、同「代」◆家督(カトク)を継(つ)ぐ、「【前漢書(漢書):卷四十八:賈誼傳】…賈嘉最好學世其家; 中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),世:◆地位や家督を継(つ)いでから次の代(ダイ)に引き継ぐまでの期間、同「代」◆家督(カトク)を継(つ)ぐ、「【前漢書(漢書):卷四十八:賈誼傳】…賈嘉最好學世其家; 中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま
kk_世話_せわ,世話,せわ,世:◆地位や家督を継(つ)いでから次の代(ダイ)に引き継ぐまでの期間、同「代」◆家督(カトク)を継(つ)ぐ、「【前漢書(漢書):卷四十八:賈誼傳】…賈嘉最好學世其家; 話:◆言葉にして言う、言葉で告げる、語(かた)る、またその言葉、同「𦧵(舙)」◆語られた(語られている)こと、物語(ものがたり),N4,on,on+on,A3_short_compound(on+on 71%) | B_verb_rad_言(kun 80%),世:◆地位や家督を継(つ)いでから次の代(ダイ)に引き継ぐまでの期間、同「代」◆家督(カトク)を継(つ)ぐ、「【前漢書(漢書):卷四十八:賈誼傳】…賈嘉最好學世其家; 話:◆言葉にして言う、言葉で告げる、語(かた)る、またその言葉、同「𦧵(舙)」◆語られた(語られている)こと、物語(ものがたり)
kk_両側_りょうがわ,両側,りょうがわ,両:◆(対になる)二つ、またその双方、双方共に◆重量の単位、1斤=16両 ◆車の台数を表す語、同「輛」◆[日]貨幣の単位、金1両=銀60匁(江戸時代元禄期); 側:◆(立っているものの)すぐ傍(そば)、傍(かたわ)ら、脇(わき)、同「旁」◆立てて片方に(一方に)寄せる、片方に寄る、偏(かたよ)る、同「仄」◆立ったものが一方,N4,other,mixed+mixed~,,両:◆(対になる)二つ、またその双方、双方共に◆重量の単位、1斤=16両 ◆車の台数を表す語、同「輛」◆[日]貨幣の単位、金1両=銀60匁(江戸時代元禄期); 側:◆(立っているものの)すぐ傍(そば)、傍(かたわ)ら、脇(わき)、同「旁」◆立てて片方に(一方に)寄せる、片方に寄る、偏(かたよ)る、同「仄」◆立ったものが一方
kk_両方_りょうほう,両方,りょうほう,両:◆(対になる)二つ、またその双方、双方共に◆重量の単位、1斤=16両 ◆車の台数を表す語、同「輛」◆[日]貨幣の単位、金1両=銀60匁(江戸時代元禄期); 方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数),N4,on,on+on,,両:◆(対になる)二つ、またその双方、双方共に◆重量の単位、1斤=16両 ◆車の台数を表す語、同「輛」◆[日]貨幣の単位、金1両=銀60匁(江戸時代元禄期); 方:◆四角、四角いさま、角(かど)が直角になっているさま、「方形(ホウケイ)」◆数学で二つの数を掛け合わせた数(正方形・長方形の一つの角を成す二辺を掛け合わせた数)
kk_中国語_ちゅうごくご,中国語,ちゅうごくご,中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 国:◆主権者の支配が及ぶ範囲、土地や人や政治体制などを含む概念で古くは君主から与えられた領地、「王(権力者)の勢力が及ぶ範囲(囗)」の意; 語:◆他に向かって述べる、また告げる、考えや思い・言い伝えなどを話す◆意味を持つ言葉、話(はなし),N4,other,mixed+mixed+mixed~,A4_multi_on(on+on+on 65%) | B_verb_rad_言(kun 80%),中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 国:◆主権者の支配が及ぶ範囲、土地や人や政治体制などを含む概念で古くは君主から与えられた領地、「王(権力者)の勢力が及ぶ範囲(囗)」の意; 語:◆他に向かって述べる、また告げる、考えや思い・言い伝えなどを話す◆意味を持つ言葉、話(はなし)
kk_中学_ちゅうがく,中学,ちゅうがく,中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 学:◆(教えを受けながら、見て倣いながら)知識や技術などを身に付ける、習得する、またその内容、知識や技術などを授(さず)けることを「教」◆教えを受け知識や技術などを,N4,on,on+on,,中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 学:◆(教えを受けながら、見て倣いながら)知識や技術などを身に付ける、習得する、またその内容、知識や技術などを授(さず)けることを「教」◆教えを受け知識や技術などを
kk_中心_ちゅうしん,中心,ちゅうしん,中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 心:◆血液を循環させる働きをする臓器で五臓(心シン・肝カン・脾ヒ・肺ハイ・腎ジン)の一つ ◆ものの真(ま)ん中、真ん中(中心)にあるもの、ものの重要な部分、ものの本,N4,on,on+on,,中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 心:◆血液を循環させる働きをする臓器で五臓(心シン・肝カン・脾ヒ・肺ハイ・腎ジン)の一つ ◆ものの真(ま)ん中、真ん中(中心)にあるもの、ものの重要な部分、ものの本
kk_中止_ちゅうし,中止,ちゅうし,中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 止:◆ものが動かないように(しっかりと)立つための支えとなる基(もと、土台)◆体を支える足(あし)◆同じ所に留(とど)まって動かない[†「止」は止まったまま動かない,N4,on,on+on,A3_short_compound(on+on 71%),中:◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)ま; 止:◆ものが動かないように(しっかりと)立つための支えとなる基(もと、土台)◆体を支える足(あし)◆同じ所に留(とど)まって動かない[†「止」は止まったまま動かない
kk_丸で_まるで,丸で,まるで,丸:◆球状または円形、またそのような形のもの、またそのような形にする◆角(かど)が尖(とが)っていない、またそのような形のもの、またそのような形にする◆球状のものを,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),丸:◆球状または円形、またそのような形のもの、またそのような形にする◆角(かど)が尖(とが)っていない、またそのような形のもの、またそのような形にする◆球状のものを
kk_主_おも,主,おも,主:◆蝋燭やランプなどの灯心、同「炷」◆多くの中で特に重要な、またそのような人◆中心となるもの、中心にあるもの、またそのような人◆司(つかさど)る、中心となって統治,N4,kun,kun,IL2_single_default(kun 84%),主:◆蝋燭やランプなどの灯心、同「炷」◆多くの中で特に重要な、またそのような人◆中心となるもの、中心にあるもの、またそのような人◆司(つかさど)る、中心となって統治
kk_主婦_しゅふ,主婦,しゅふ,主:◆蝋燭やランプなどの灯心、同「炷」◆多くの中で特に重要な、またそのような人◆中心となるもの、中心にあるもの、またそのような人◆司(つかさど)る、中心となって統治; 婦:◆成人した女性、既婚の女性◆自分の妻◆息子の妻、同「媳」◆女子が自分の弟の妻を呼ぶ語、「【爾雅注疏:釋親】女子謂兄之妻為嫂弟之妻為婦」¶「帚」は「箒(ほうき)」,N4,on,on+on,A3_short_compound(on+on 71%),主:◆蝋燭やランプなどの灯心、同「炷」◆多くの中で特に重要な、またそのような人◆中心となるもの、中心にあるもの、またそのような人◆司(つかさど)る、中心となって統治; 婦:◆成人した女性、既婚の女性◆自分の妻◆息子の妻、同「媳」◆女子が自分の弟の妻を呼ぶ語、「【爾雅注疏:釋親】女子謂兄之妻為嫂弟之妻為婦」¶「帚」は「箒(ほうき)」
kk_久しぶり_ひさしぶり,久しぶり,ひさしぶり,久:◆長い時間が経っている◆長い間同じような状態で続いている◆灸を据える、同「灸」,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),久:◆長い時間が経っている◆長い間同じような状態で続いている◆灸を据える、同「灸」
kk_乗り換え_のりかえ,乗り換え,のりかえ,乗:◆高台(たかだい、周りからは一段と高く人や物が乗ることができるようなところ)に登(のぼ)る、馬や車・舟などの台(ダイ)に上(あ)がる◆(人が乗るための)馬や車・; 換:◆今あるものをそれまでのものとは別のものに替える,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),乗:◆高台(たかだい、周りからは一段と高く人や物が乗ることができるようなところ)に登(のぼ)る、馬や車・舟などの台(ダイ)に上(あ)がる◆(人が乗るための)馬や車・; 換:◆今あるものをそれまでのものとは別のものに替える
